source,target,edge_type,weight
cliente_224,agencia_73,cliente_agencia,1.0
cliente_225,agencia_793,cliente_agencia,1.0
cliente_226,agencia_205,cliente_agencia,1.0
cliente_227,agencia_293,cliente_agencia,1.0
cliente_228,agencia_739,cliente_agencia,1.0
cliente_229,agencia_16,cliente_agencia,1.0
cliente_230,agencia_207,cliente_agencia,1.0
cliente_231,agencia_470,cliente_agencia,1.0
cliente_232,agencia_407,cliente_agencia,1.0
cliente_233,agencia_663,cliente_agencia,1.0
cliente_234,agencia_588,cliente_agencia,1.0
cliente_235,agencia_725,cliente_agencia,1.0
cliente_236,agencia_753,cliente_agencia,1.0
cliente_237,agencia_190,cliente_agencia,1.0
cliente_238,agencia_775,cliente_agencia,1.0
cliente_239,agencia_236,cliente_agencia,1.0
cliente_240,agencia_356,cliente_agencia,1.0
cliente_241,agencia_500,cliente_agencia,1.0
cliente_242,agencia_612,cliente_agencia,1.0
cliente_243,agencia_522,cliente_agencia,1.0
cliente_244,agencia_218,cliente_agencia,1.0
cliente_245,agencia_686,cliente_agencia,1.0
cliente_246,agencia_196,cliente_agencia,1.0
cliente_247,agencia_521,cliente_agencia,1.0
cliente_248,agencia_784,cliente_agencia,1.0
cliente_249,agencia_627,cliente_agencia,1.0
cliente_250,agencia_340,cliente_agencia,1.0
cliente_251,agencia_459,cliente_agencia,1.0
cliente_252,agencia_644,cliente_agencia,1.0
cliente_253,agencia_406,cliente_agencia,1.0
cliente_254,agencia_553,cliente_agencia,1.0
cliente_255,agencia_407,cliente_agencia,1.0
cliente_256,agencia_123,cliente_agencia,1.0
cliente_257,agencia_372,cliente_agencia,1.0
cliente_258,agencia_781,cliente_agencia,1.0
cliente_259,agencia_157,cliente_agencia,1.0
cliente_260,agencia_612,cliente_agencia,1.0
cliente_261,agencia_405,cliente_agencia,1.0
cliente_262,agencia_212,cliente_agencia,1.0
cliente_263,agencia_691,cliente_agencia,1.0
cliente_264,agencia_773,cliente_agencia,1.0
cliente_265,agencia_418,cliente_agencia,1.0
cliente_266,agencia_789,cliente_agencia,1.0
cliente_267,agencia_656,cliente_agencia,1.0
cliente_268,agencia_682,cliente_agencia,1.0
cliente_269,agencia_655,cliente_agencia,1.0
cliente_270,agencia_229,cliente_agencia,1.0
cliente_271,agencia_338,cliente_agencia,1.0
cliente_272,agencia_442,cliente_agencia,1.0
cliente_273,agencia_673,cliente_agencia,1.0
cliente_274,agencia_290,cliente_agencia,1.0
cliente_275,agencia_548,cliente_agencia,1.0
cliente_276,agencia_156,cliente_agencia,1.0
cliente_277,agencia_287,cliente_agencia,1.0
cliente_278,agencia_551,cliente_agencia,1.0
cliente_279,agencia_109,cliente_agencia,1.0
cliente_280,agencia_552,cliente_agencia,1.0
cliente_281,agencia_308,cliente_agencia,1.0
cliente_282,agencia_694,cliente_agencia,1.0
cliente_283,agencia_773,cliente_agencia,1.0
cliente_284,agencia_759,cliente_agencia,1.0
cliente_285,agencia_169,cliente_agencia,1.0
cliente_286,agencia_14,cliente_agencia,1.0
cliente_287,agencia_629,cliente_agencia,1.0
cliente_288,agencia_402,cliente_agencia,1.0
cliente_289,agencia_32,cliente_agencia,1.0
cliente_290,agencia_671,cliente_agencia,1.0
cliente_291,agencia_655,cliente_agencia,1.0
cliente_292,agencia_768,cliente_agencia,1.0
cliente_293,agencia_628,cliente_agencia,1.0
cliente_294,agencia_564,cliente_agencia,1.0
cliente_295,agencia_267,cliente_agencia,1.0
cliente_296,agencia_499,cliente_agencia,1.0
cliente_297,agencia_102,cliente_agencia,1.0
cliente_298,agencia_577,cliente_agencia,1.0
cliente_299,agencia_649,cliente_agencia,1.0
cliente_300,agencia_167,cliente_agencia,1.0
cliente_301,agencia_342,cliente_agencia,1.0
cliente_302,agencia_148,cliente_agencia,1.0
cliente_303,agencia_253,cliente_agencia,1.0
cliente_304,agencia_38,cliente_agencia,1.0
cliente_305,agencia_346,cliente_agencia,1.0
cliente_306,agencia_18,cliente_agencia,1.0
cliente_307,agencia_562,cliente_agencia,1.0
cliente_308,agencia_153,cliente_agencia,1.0
cliente_309,agencia_628,cliente_agencia,1.0
cliente_310,agencia_110,cliente_agencia,1.0
cliente_311,agencia_506,cliente_agencia,1.0
cliente_312,agencia_711,cliente_agencia,1.0
cliente_313,agencia_285,cliente_agencia,1.0
cliente_314,agencia_636,cliente_agencia,1.0
cliente_315,agencia_565,cliente_agencia,1.0
cliente_316,agencia_237,cliente_agencia,1.0
cliente_317,agencia_55,cliente_agencia,1.0
cliente_318,agencia_258,cliente_agencia,1.0
cliente_319,agencia_588,cliente_agencia,1.0
cliente_320,agencia_30,cliente_agencia,1.0
cliente_321,agencia_28,cliente_agencia,1.0
cliente_322,agencia_602,cliente_agencia,1.0
cliente_323,agencia_768,cliente_agencia,1.0
cliente_324,agencia_44,cliente_agencia,1.0
cliente_325,agencia_189,cliente_agencia,1.0
cliente_326,agencia_164,cliente_agencia,1.0
cliente_327,agencia_144,cliente_agencia,1.0
cliente_328,agencia_414,cliente_agencia,1.0
cliente_329,agencia_371,cliente_agencia,1.0
cliente_330,agencia_702,cliente_agencia,1.0
cliente_331,agencia_19,cliente_agencia,1.0
cliente_332,agencia_657,cliente_agencia,1.0
cliente_333,agencia_661,cliente_agencia,1.0
cliente_334,agencia_79,cliente_agencia,1.0
cliente_335,agencia_564,cliente_agencia,1.0
cliente_336,agencia_682,cliente_agencia,1.0
cliente_337,agencia_138,cliente_agencia,1.0
cliente_338,agencia_16,cliente_agencia,1.0
cliente_339,agencia_475,cliente_agencia,1.0
cliente_340,agencia_159,cliente_agencia,1.0
cliente_341,agencia_226,cliente_agencia,1.0
cliente_342,agencia_277,cliente_agencia,1.0
cliente_343,agencia_403,cliente_agencia,1.0
cliente_344,agencia_18,cliente_agencia,1.0
cliente_345,agencia_548,cliente_agencia,1.0
cliente_346,agencia_484,cliente_agencia,1.0
cliente_347,agencia_182,cliente_agencia,1.0
cliente_348,agencia_340,cliente_agencia,1.0
cliente_349,agencia_86,cliente_agencia,1.0
cliente_350,agencia_639,cliente_agencia,1.0
cliente_351,agencia_200,cliente_agencia,1.0
cliente_352,agencia_324,cliente_agencia,1.0
cliente_353,agencia_521,cliente_agencia,1.0
cliente_354,agencia_249,cliente_agencia,1.0
cliente_355,agencia_307,cliente_agencia,1.0
cliente_356,agencia_652,cliente_agencia,1.0
cliente_357,agencia_81,cliente_agencia,1.0
cliente_358,agencia_396,cliente_agencia,1.0
cliente_359,agencia_367,cliente_agencia,1.0
cliente_360,agencia_265,cliente_agencia,1.0
cliente_361,agencia_511,cliente_agencia,1.0
cliente_362,agencia_152,cliente_agencia,1.0
cliente_363,agencia_710,cliente_agencia,1.0
cliente_364,agencia_156,cliente_agencia,1.0
cliente_365,agencia_531,cliente_agencia,1.0
cliente_366,agencia_406,cliente_agencia,1.0
cliente_367,agencia_339,cliente_agencia,1.0
cliente_368,agencia_499,cliente_agencia,1.0
cliente_369,agencia_137,cliente_agencia,1.0
cliente_370,agencia_19,cliente_agencia,1.0
cliente_371,agencia_15,cliente_agencia,1.0
cliente_372,agencia_177,cliente_agencia,1.0
cliente_373,agencia_167,cliente_agencia,1.0
cliente_374,agencia_184,cliente_agencia,1.0
cliente_375,agencia_672,cliente_agencia,1.0
cliente_376,agencia_156,cliente_agencia,1.0
cliente_377,agencia_564,cliente_agencia,1.0
cliente_378,agencia_375,cliente_agencia,1.0
cliente_379,agencia_465,cliente_agencia,1.0
cliente_380,agencia_318,cliente_agencia,1.0
cliente_381,agencia_182,cliente_agencia,1.0
cliente_382,agencia_195,cliente_agencia,1.0
cliente_383,agencia_41,cliente_agencia,1.0
cliente_384,agencia_703,cliente_agencia,1.0
cliente_385,agencia_487,cliente_agencia,1.0
cliente_386,agencia_441,cliente_agencia,1.0
cliente_387,agencia_413,cliente_agencia,1.0
cliente_388,agencia_8,cliente_agencia,1.0
cliente_389,agencia_408,cliente_agencia,1.0
cliente_390,agencia_114,cliente_agencia,1.0
cliente_391,agencia_590,cliente_agencia,1.0
cliente_392,agencia_136,cliente_agencia,1.0
cliente_393,agencia_615,cliente_agencia,1.0
cliente_394,agencia_593,cliente_agencia,1.0
cliente_395,agencia_769,cliente_agencia,1.0
cliente_396,agencia_638,cliente_agencia,1.0
cliente_397,agencia_597,cliente_agencia,1.0
cliente_398,agencia_703,cliente_agencia,1.0
cliente_399,agencia_39,cliente_agencia,1.0
cliente_400,agencia_589,cliente_agencia,1.0
cliente_401,agencia_260,cliente_agencia,1.0
cliente_402,agencia_613,cliente_agencia,1.0
cliente_403,agencia_630,cliente_agencia,1.0
cliente_404,agencia_17,cliente_agencia,1.0
cliente_405,agencia_676,cliente_agencia,1.0
cliente_406,agencia_788,cliente_agencia,1.0
cliente_407,agencia_131,cliente_agencia,1.0
cliente_408,agencia_777,cliente_agencia,1.0
cliente_409,agencia_381,cliente_agencia,1.0
cliente_410,agencia_546,cliente_agencia,1.0
cliente_411,agencia_276,cliente_agencia,1.0
cliente_412,agencia_686,cliente_agencia,1.0
cliente_413,agencia_613,cliente_agencia,1.0
cliente_414,agencia_727,cliente_agencia,1.0
cliente_415,agencia_667,cliente_agencia,1.0
cliente_416,agencia_411,cliente_agencia,1.0
cliente_417,agencia_57,cliente_agencia,1.0
cliente_418,agencia_782,cliente_agencia,1.0
cliente_419,agencia_284,cliente_agencia,1.0
cliente_420,agencia_669,cliente_agencia,1.0
cliente_421,agencia_350,cliente_agencia,1.0
cliente_422,agencia_439,cliente_agencia,1.0
cliente_423,agencia_633,cliente_agencia,1.0
cliente_424,agencia_45,cliente_agencia,1.0
cliente_425,agencia_103,cliente_agencia,1.0
cliente_426,agencia_562,cliente_agencia,1.0
cliente_427,agencia_446,cliente_agencia,1.0
cliente_428,agencia_758,cliente_agencia,1.0
cliente_429,agencia_512,cliente_agencia,1.0
cliente_430,agencia_703,cliente_agencia,1.0
cliente_431,agencia_231,cliente_agencia,1.0
cliente_432,agencia_438,cliente_agencia,1.0
cliente_433,agencia_639,cliente_agencia,1.0
cliente_434,agencia_377,cliente_agencia,1.0
cliente_435,agencia_740,cliente_agencia,1.0
cliente_436,agencia_374,cliente_agencia,1.0
cliente_437,agencia_171,cliente_agencia,1.0
cliente_438,agencia_426,cliente_agencia,1.0
cliente_439,agencia_239,cliente_agencia,1.0
cliente_440,agencia_750,cliente_agencia,1.0
cliente_441,agencia_192,cliente_agencia,1.0
cliente_442,agencia_469,cliente_agencia,1.0
cliente_443,agencia_444,cliente_agencia,1.0
cliente_444,agencia_280,cliente_agencia,1.0
cliente_445,agencia_298,cliente_agencia,1.0
cliente_446,agencia_121,cliente_agencia,1.0
cliente_447,agencia_702,cliente_agencia,1.0
cliente_448,agencia_185,cliente_agencia,1.0
cliente_449,agencia_51,cliente_agencia,1.0
cliente_450,agencia_565,cliente_agencia,1.0
cliente_451,agencia_204,cliente_agencia,1.0
cliente_452,agencia_365,cliente_agencia,1.0
cliente_453,agencia_177,cliente_agencia,1.0
cliente_454,agencia_462,cliente_agencia,1.0
cliente_455,agencia_177,cliente_agencia,1.0
cliente_456,agencia_672,cliente_agencia,1.0
cliente_457,agencia_623,cliente_agencia,1.0
cliente_458,agencia_556,cliente_agencia,1.0
cliente_459,agencia_441,cliente_agencia,1.0
cliente_460,agencia_9,cliente_agencia,1.0
cliente_461,agencia_778,cliente_agencia,1.0
cliente_462,agencia_654,cliente_agencia,1.0
cliente_463,agencia_274,cliente_agencia,1.0
cliente_464,agencia_660,cliente_agencia,1.0
cliente_465,agencia_250,cliente_agencia,1.0
cliente_466,agencia_556,cliente_agencia,1.0
cliente_467,agencia_466,cliente_agencia,1.0
cliente_468,agencia_7,cliente_agencia,1.0
cliente_469,agencia_414,cliente_agencia,1.0
cliente_470,agencia_762,cliente_agencia,1.0
cliente_471,agencia_175,cliente_agencia,1.0
cliente_472,agencia_603,cliente_agencia,1.0
cliente_473,agencia_309,cliente_agencia,1.0
cliente_474,agencia_648,cliente_agencia,1.0
cliente_475,agencia_727,cliente_agencia,1.0
cliente_476,agencia_800,cliente_agencia,1.0
cliente_477,agencia_619,cliente_agencia,1.0
cliente_478,agencia_266,cliente_agencia,1.0
cliente_479,agencia_418,cliente_agencia,1.0
cliente_480,agencia_749,cliente_agencia,1.0
cliente_481,agencia_668,cliente_agencia,1.0
cliente_482,agencia_788,cliente_agencia,1.0
cliente_483,agencia_619,cliente_agencia,1.0
cliente_484,agencia_271,cliente_agencia,1.0
cliente_485,agencia_700,cliente_agencia,1.0
cliente_486,agencia_272,cliente_agencia,1.0
cliente_487,agencia_526,cliente_agencia,1.0
cliente_488,agencia_731,cliente_agencia,1.0
cliente_489,agencia_203,cliente_agencia,1.0
cliente_490,agencia_578,cliente_agencia,1.0
cliente_491,agencia_755,cliente_agencia,1.0
cliente_492,agencia_298,cliente_agencia,1.0
cliente_493,agencia_713,cliente_agencia,1.0
cliente_494,agencia_76,cliente_agencia,1.0
cliente_495,agencia_534,cliente_agencia,1.0
cliente_496,agencia_120,cliente_agencia,1.0
cliente_497,agencia_496,cliente_agencia,1.0
cliente_498,agencia_580,cliente_agencia,1.0
cliente_499,agencia_679,cliente_agencia,1.0
cliente_500,agencia_66,cliente_agencia,1.0
cliente_501,agencia_642,cliente_agencia,1.0
cliente_502,agencia_139,cliente_agencia,1.0
cliente_503,agencia_678,cliente_agencia,1.0
cliente_504,agencia_64,cliente_agencia,1.0
cliente_505,agencia_68,cliente_agencia,1.0
cliente_506,agencia_538,cliente_agencia,1.0
cliente_507,agencia_33,cliente_agencia,1.0
cliente_508,agencia_587,cliente_agencia,1.0
cliente_509,agencia_667,cliente_agencia,1.0
cliente_510,agencia_462,cliente_agencia,1.0
cliente_511,agencia_489,cliente_agencia,1.0
cliente_512,agencia_262,cliente_agencia,1.0
cliente_513,agencia_691,cliente_agencia,1.0
cliente_514,agencia_400,cliente_agencia,1.0
cliente_515,agencia_141,cliente_agencia,1.0
cliente_516,agencia_590,cliente_agencia,1.0
cliente_517,agencia_439,cliente_agencia,1.0
cliente_518,agencia_656,cliente_agencia,1.0
cliente_519,agencia_566,cliente_agencia,1.0
cliente_520,agencia_657,cliente_agencia,1.0
cliente_521,agencia_698,cliente_agencia,1.0
cliente_522,agencia_755,cliente_agencia,1.0
cliente_523,agencia_644,cliente_agencia,1.0
cliente_524,agencia_442,cliente_agencia,1.0
cliente_525,agencia_216,cliente_agencia,1.0
cliente_526,agencia_561,cliente_agencia,1.0
cliente_527,agencia_154,cliente_agencia,1.0
cliente_528,agencia_319,cliente_agencia,1.0
cliente_529,agencia_331,cliente_agencia,1.0
cliente_530,agencia_475,cliente_agencia,1.0
cliente_531,agencia_91,cliente_agencia,1.0
cliente_532,agencia_680,cliente_agencia,1.0
cliente_533,agencia_628,cliente_agencia,1.0
cliente_534,agencia_673,cliente_agencia,1.0
cliente_535,agencia_687,cliente_agencia,1.0
cliente_536,agencia_389,cliente_agencia,1.0
cliente_537,agencia_81,cliente_agencia,1.0
cliente_538,agencia_31,cliente_agencia,1.0
cliente_539,agencia_413,cliente_agencia,1.0
cliente_540,agencia_392,cliente_agencia,1.0
cliente_541,agencia_419,cliente_agencia,1.0
cliente_542,agencia_168,cliente_agencia,1.0
cliente_543,agencia_544,cliente_agencia,1.0
cliente_544,agencia_380,cliente_agencia,1.0
cliente_545,agencia_680,cliente_agencia,1.0
cliente_546,agencia_567,cliente_agencia,1.0
cliente_547,agencia_125,cliente_agencia,1.0
cliente_548,agencia_655,cliente_agencia,1.0
cliente_549,agencia_568,cliente_agencia,1.0
cliente_550,agencia_657,cliente_agencia,1.0
cliente_551,agencia_745,cliente_agencia,1.0
cliente_552,agencia_334,cliente_agencia,1.0
cliente_553,agencia_240,cliente_agencia,1.0
cliente_554,agencia_580,cliente_agencia,1.0
cliente_555,agencia_627,cliente_agencia,1.0
cliente_556,agencia_468,cliente_agencia,1.0
cliente_557,agencia_214,cliente_agencia,1.0
cliente_558,agencia_203,cliente_agencia,1.0
cliente_559,agencia_192,cliente_agencia,1.0
cliente_560,agencia_475,cliente_agencia,1.0
cliente_561,agencia_128,cliente_agencia,1.0
cliente_562,agencia_563,cliente_agencia,1.0
cliente_563,agencia_540,cliente_agencia,1.0
cliente_564,agencia_609,cliente_agencia,1.0
cliente_565,agencia_414,cliente_agencia,1.0
cliente_566,agencia_482,cliente_agencia,1.0
cliente_567,agencia_588,cliente_agencia,1.0
cliente_568,agencia_369,cliente_agencia,1.0
cliente_569,agencia_188,cliente_agencia,1.0
cliente_570,agencia_127,cliente_agencia,1.0
cliente_571,agencia_500,cliente_agencia,1.0
cliente_572,agencia_341,cliente_agencia,1.0
cliente_573,agencia_590,cliente_agencia,1.0
cliente_574,agencia_367,cliente_agencia,1.0
cliente_575,agencia_757,cliente_agencia,1.0
cliente_576,agencia_712,cliente_agencia,1.0
cliente_577,agencia_747,cliente_agencia,1.0
cliente_578,agencia_429,cliente_agencia,1.0
cliente_579,agencia_473,cliente_agencia,1.0
cliente_580,agencia_438,cliente_agencia,1.0
cliente_581,agencia_197,cliente_agencia,1.0
cliente_582,agencia_331,cliente_agencia,1.0
